config_id,robot_initial_pose_x,robot_initial_pose_y,robot_initial_pose_z,robot_initial_pose_q1,robot_initial_pose_q2,robot_initial_pose_q3,robot_initial_pose_q4,initial_mass_measured_g,width_top_est_mm_vision,width_bottom_est_mm_vision,height_est_mm_vision,geometry_est_timepoint,mass_full_est_g_vision,mass_full_est_vision_timepoint,fill_level_est_percent_vision,fill_level_vision_timepoint,spill_observed_during_human_maneuvering,robot_mass_est_available,robot_mass_est_g,robot_mass_est_timepoint,delivery_location_est_x_mm,delivery_location_est_y_mm,delivery_location_est_z_mm,final_mass_null_flag,final_mass_measured_g,t_human_first_contact_ms,t_human_last_contact_ms,t_robot_first_contact_ms,t_robot_last_contact_ms
169,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,17,0,5170,5170,15180
170,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-10,0,0,17,0,5690,5690,15770
171,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,2,-1,0,0,17,0,3290,3290,11640
172,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,305,0,5190,5190,14420
173,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,305,0,4950,4950,14570
174,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,305,0,5830,5830,16120
175,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,305,0,4900,4900,15480
176,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,305,0,6000,6000,16210
177,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-11,0,0,305,0,4830,4830,15190
178,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,305,0,6990,6990,15270
179,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,305,0,6460,6460,16250
180,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-2,0,0,305,0,6520,6520,16480
181,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
182,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
183,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
184,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,2,-7,0,0,14,0,7650,7650,17280
185,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
186,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
187,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-13,0,0,14,0,7600,7600,17150
188,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,14,0,6750,6750,16520
189,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-11,0,0,14,0,6100,6100,14040
190,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-10,0,0,338,0,7240,7240,17910
191,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,338,0,5540,5540,15360
192,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,338,0,6660,6660,15670
193,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-9,0,0,338,0,6010,6010,15940
194,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-11,0,0,338,0,7170,7170,16690
195,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,2,-10,0,0,338,0,6860,6860,16480
196,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,338,0,5640,5640,14090
197,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,338,0,6490,6490,16840
198,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,338,0,5630,5630,13900
199,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-6,0,0,127,0,4190,4190,14410
200,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,127,0,5970,5970,14990
201,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,127,0,6240,6240,14550
202,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,127,0,6910,6910,15830
203,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-9,0,0,127,0,5460,5460,14260
204,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,127,0,5200,5200,14280
205,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-9,0,0,127,0,6630,6630,14680
206,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,2,-7,0,0,127,0,5720,5720,14120
207,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-9,0,0,127,0,5480,5480,13470
208,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,344,0,5750,5750,15940
209,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,4,-6,0,0,344,0,8040,8040,18470
210,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,344,0,5530,5530,14200
211,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-4,0,0,344,0,5220,5220,16010
212,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,344,0,6170,6170,16900
213,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,344,0,5460,5460,15380
214,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,344,0,5600,5600,13800
215,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,344,0,5110,5110,13370
216,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,344,0,5530,5530,13610
217,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,11,0,5790,5790,16140
218,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-2,0,0,11,0,6360,6360,16350
219,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-2,0,0,11,0,9840,9840,19470
220,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,11,0,7910,7910,17980
221,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,11,0,6670,6670,16450
222,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,11,0,9220,9220,17940
223,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,11,0,6980,6980,16560
224,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-7,0,0,11,0,5700,5700,14860
225,0,0,0,0,0,0,1,11,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,11,0,5680,5680,14760
226,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-2,-5,0,0,102,0,7020,7020,17000
227,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,102,0,4730,4730,15310
228,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-4,-3,0,0,102,0,5300,5300,15700
229,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-9,0,0,102,0,5880,5880,14800
230,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-2,-6,0,0,102,0,3620,3620,14230
231,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,102,0,7110,7110,16880
232,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-6,0,0,102,0,7340,7340,16810
233,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-6,0,0,102,0,6100,6100,15970
234,0,0,0,0,0,0,1,102,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-1,0,0,102,0,6710,6710,15220
235,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-1,0,0,17,0,5830,5830,15160
236,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,17,0,6930,6930,16290
237,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-2,-9,0,0,17,0,5670,5670,15540
238,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,17,0,6740,6740,16540
239,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,17,0,5840,5840,14130
240,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,17,0,6580,6580,16120
241,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-4,0,0,17,0,5660,5660,15200
242,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-7,0,0,17,0,5970,5970,16260
243,0,0,0,0,0,0,1,17,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,1,0,0,17,0,3830,3830,12160
244,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-3,0,0,305,0,5700,5700,14660
245,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-2,0,0,305,0,5370,5370,15160
246,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,0,0,0,305,0,6610,6610,16200
247,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-2,0,0,305,0,5310,5310,16050
248,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,305,0,6390,6390,16680
249,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-10,0,0,305,0,5460,5460,15680
250,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,305,0,7320,7320,15810
251,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-2,0,0,305,0,6800,6800,16620
252,0,0,0,0,0,0,1,305,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,3,0,0,305,0,6130,6130,14800
253,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-15,0,0,14,0,7850,7850,18090
254,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
255,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
256,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,14,0,8050,8050,17330
257,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
258,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
259,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-11,0,0,14,0,7910,7910,17730
260,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,X,X,0,0,14,0,-1,-1,-1
261,0,0,0,0,0,0,1,14,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-9,0,0,14,0,6410,6410,14690
262,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,338,0,7640,7640,17880
263,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-3,0,0,338,0,5550,5550,16050
264,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,338,0,7270,7270,15810
265,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,338,0,6750,6750,16390
266,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-10,0,0,338,0,7250,7250,17530
267,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-7,0,0,338,0,6990,6990,16910
268,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,338,0,5820,5820,14430
269,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-3,0,0,338,0,6900,6900,17190
270,0,0,0,0,0,0,1,338,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,338,0,6440,6440,14710
271,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,127,0,4650,4650,14900
272,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,127,0,6120,6120,15770
273,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,127,0,6980,6980,15310
274,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,127,0,7380,7380,16650
275,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,1,-7,0,0,127,0,5540,5540,14880
276,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,127,0,5790,5790,14960
277,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-8,0,0,127,0,6630,6630,15160
278,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,2,-6,0,0,127,0,6270,6270,14700
279,0,0,0,0,0,0,1,127,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-7,0,0,127,0,5800,5800,13700
280,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,344,0,6160,6160,16300
281,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,4,-5,0,0,344,0,8550,8550,19180
282,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-5,0,0,344,0,6130,6130,14680
283,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-3,0,0,344,0,5830,5830,16510
284,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-6,0,0,344,0,7030,7030,17310
285,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-4,0,0,344,0,5930,5930,16280
286,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,344,0,6170,6170,14670
287,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,-1,-5,0,0,344,0,5590,5590,14150
288,0,0,0,0,0,0,1,344,-1,-1,-1,unknown,-1,unknown,-1,unknown,0,-1,-1,unknown,0,-5,0,0,344,0,5850,5850,13700
